temperature,pression,puissance,vibration,presence,magnetique,infrarouge,type_moteur,panne,anomalie,scenario,rul
303.9,0.0205789804908747,51960.3,1.589,1.0,0.3,308.5,EL_S,0,0,NORMAL,179.0
307.0,0.0391812865497076,73324.8,1.368,1.0,0.6,311.7,EL_M,0,0,NORMAL,88.0
304.25,0.0246194573130377,56209.2,1.511,1.0,0.3,309.2,EL_S,0,0,NORMAL,124.0
304.6,0.0301939058171745,62958.4,1.444,1.0,0.3,309.2,EL_S,0,0,NORMAL,130.0
83.6086952277476,0.1411190455909662,265663.22257668717,4.54389485287082,1.0,0.8575803404646853,339.0063690495419,EL_L,1,1,SURCHARGE,9.808455872315175
303.29999999999995,0.0465648854961832,79910.0,1.31,1.0,0.3,308.4,EL_S,1,1,NORMAL,64.0
303.20000000000005,0.025886287625418,57856.50000000001,1.495,1.0,0.3,308.3,EL_S,0,0,NORMAL,65.0
307.1,0.0427272727272727,74448.0,1.32,1.0,0.3,311.8,EL_S,0,0,NORMAL,153.0
306.7,0.0261093247588424,63133.0,1.555,1.0,0.3,311.0,EL_S,0,0,NORMAL,48.0
307.9,0.0194781553398058,52900.8,1.648,1.0,0.6,312.8,EL_M,0,0,NORMAL,149.0
81.15914266359565,0.12713213681982707,241797.72700254686,4.037127701248903,1.0,0.7737658090455464,332.68609418363343,EL_L,1,1,SURCHARGE,12.830650611968496
306.29999999999995,0.0153445280833815,45765.5,1.727,1.0,0.6,311.2,EL_M,0,0,NORMAL,210.0
308.65,0.0193407960199005,50008.8,1.608,1.0,0.6,313.1,EL_M,0,0,NORMAL,233.0
304.15,0.0304438280166435,63303.8,1.442,1.0,0.3,310.0,EL_S,0,0,NORMAL,143.0
78.13991037401574,0.042101590882603256,83460.46947876216,11.047890958316545,1.0,0.6483280880335772,342.18946957683426,EL_L,1,1,ROULEMENT,0.7264898472209311
71.94613802667463,0.08655513446389453,155745.37584975615,3.4693063627531346,1.0,0.6928471954605349,328.92105075576745,EL_L,1,1,SURCHARGE,43.01176036855068
303.5,0.0267546907574704,55401.5,1.439,1.0,0.6,309.0,EL_M,0,0,NORMAL,219.0
306.79999999999995,0.0361486486486486,79180.0,1.48,1.0,0.3,312.4,EL_S,0,0,NORMAL,156.0
306.0,0.0395248380129589,76256.09999999999,1.389,1.0,0.3,310.5,EL_S,0,0,NORMAL,66.0
